                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                0.79503,                  2.508,                 0.4393,                0.81928,                0.89579,                0.39712,                0.58541,                0.37188,                 0.2982,                0.13451,                0.09949,                0.04551,                 1.2366,                 3.9073,                0.64037,                0.91888,               0.003895,               0.003895,               0.003895
                     39,                0.77735,                 2.4564,                0.42984,                0.82079,                0.89799,                0.41473,                0.59669,                0.38658,                 0.3197,                0.14732,                0.12335,                0.05747,                  1.214,                 3.9959,                0.59234,                0.93912,                0.00373,                0.00373,                0.00373
                     40,                0.76427,                 2.3936,                0.42794,                 0.8105,                0.85151,                0.42514,                0.58418,                0.38324,                0.30983,                0.15292,                0.11494,                0.05161,                 1.1968,                 3.8078,                0.58393,                0.93395,               0.003565,               0.003565,               0.003565
                     41,                0.75682,                 2.4331,                0.42012,                0.81491,                0.83632,                0.43315,                 0.6049,                0.38829,                 0.2801,                0.14517,                0.11397,                0.05448,                 1.1966,                 3.9554,                0.59745,                0.93125,                 0.0034,                 0.0034,                 0.0034
                     42,                0.75109,                 2.3754,                0.41638,                0.81439,                0.83619,                0.42354,                0.60134,                0.39685,                0.29996,                0.14251,                0.12471,                0.06493,                 1.1835,                  3.864,                0.58405,                0.92907,               0.003235,               0.003235,               0.003235
                     43,                0.73321,                  2.319,                 0.4053,                0.80911,                0.84175,                0.42354,                 0.5993,                0.39207,                0.28112,                0.14621,                0.11862,                0.05586,                 1.1955,                 3.8228,                0.60177,                0.92699,                0.00307,                0.00307,                0.00307
                     44,                0.72704,                 2.3218,                0.40858,                0.80566,                0.85018,                0.42034,                0.59071,                0.39286,                 0.3151,                0.14918,                0.13061,                0.06283,                 1.1567,                 3.8095,                0.58755,                 0.9261,               0.002905,               0.002905,               0.002905
                     45,                  0.706,                 2.3227,                0.40343,                0.80648,                0.84425,                0.41873,                0.58888,                0.38607,                0.30842,                0.15532,                0.12942,                0.06208,                 1.1502,                 3.7433,                0.56809,                0.92933,                0.00274,                0.00274,                0.00274
                     46,                0.70489,                 2.2513,                0.39901,                0.80681,                0.87467,                0.41313,                0.59448,                0.39562,                0.33945,                0.16013,                0.13699,                0.06598,                 1.1781,                 3.8994,                0.57487,                0.93192,               0.002575,               0.002575,               0.002575
                     47,                0.68282,                 2.2653,                0.38772,                0.80716,                0.83669,                 0.4225,                0.59457,                0.39389,                0.37026,                0.15773,                0.13861,                0.06684,                 1.1699,                 3.8385,                0.56623,                 0.9292,                0.00241,                0.00241,                0.00241
