                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4756,                 2.1455,                 1.2598,                 1.0797,                0.75417,                0.73588,                0.80733,                0.46508,                0.75959,                0.71517,                0.79422,                0.41918,                 1.4063,                 2.0563,                 1.0589,                   1.01,             9.0001e-05,             9.0001e-05,             9.0001e-05
                     12,                 1.4585,                 2.1066,                 1.2431,                 1.0637,                0.76036,                0.74324,                0.80335,                0.46858,                0.76591,                0.72953,                0.79366,                0.42119,                 1.4188,                 2.0887,                 1.0487,                 1.0116,             8.9001e-05,             8.9001e-05,             8.9001e-05
                     13,                 1.4604,                 2.0844,                 1.1982,                 1.0653,                0.82655,                0.75338,                0.83368,                0.49096,                0.82868,                0.75169,                0.82346,                0.43867,                 1.3709,                 2.0035,                0.99918,                 1.0004,             8.8001e-05,             8.8001e-05,             8.8001e-05
                     14,                 1.4675,                 2.0465,                  1.188,                 1.0763,                0.78998,                0.78041,                0.82594,                0.48827,                0.78761,                0.78041,                0.82581,                0.43947,                 1.3696,                 2.0047,                0.99145,                0.99708,             8.7001e-05,             8.7001e-05,             8.7001e-05
                     15,                  1.442,                 2.0557,                  1.154,                 1.0633,                0.81387,                0.73311,                0.82982,                0.48723,                0.80939,                0.72973,                0.82237,                 0.4418,                 1.4134,                 2.0144,                0.99303,                 1.0076,             8.6001e-05,             8.6001e-05,             8.6001e-05
                     16,                 1.4335,                 1.9987,                 1.1291,                 1.0549,                0.79788,                0.77365,                0.84033,                0.49662,                0.79029,                0.76689,                0.82932,                0.44466,                 1.3797,                 1.9967,                0.96674,                0.99768,             8.5002e-05,             8.5002e-05,             8.5002e-05
                     17,                 1.4308,                 1.9968,                  1.127,                 1.0522,                0.83689,                0.76014,                0.84181,                0.49227,                0.83689,                0.76014,                 0.8343,                0.43684,                 1.4147,                 2.0175,                0.95946,                 1.0017,             8.4002e-05,             8.4002e-05,             8.4002e-05
                     18,                 1.3988,                 1.9929,                 1.1124,                 1.0364,                0.86936,                0.74191,                0.84944,                0.49596,                0.86165,                0.73642,                0.84003,                0.44253,                 1.3798,                 1.9926,                0.97276,                0.99652,             8.3002e-05,             8.3002e-05,             8.3002e-05
                     19,                 1.4192,                  1.982,                 1.0744,                 1.0434,                0.84986,                0.76495,                0.85655,                0.51549,                   0.86,                0.75676,                0.85496,                0.46118,                 1.3548,                 1.9223,                0.94148,                0.99114,             8.2002e-05,             8.2002e-05,             8.2002e-05
                     20,                 1.4131,                 1.9917,                 1.0609,                 1.0448,                0.84507,                0.77394,                0.85694,                0.51216,                0.84076,                0.76701,                0.84999,                 0.4565,                  1.353,                 1.9433,                0.92781,                0.98681,             8.1002e-05,             8.1002e-05,             8.1002e-05
                     21,                 1.3827,                 1.9965,                  1.034,                 1.0294,                0.87208,                0.76003,                0.86794,                0.52274,                0.87719,                0.73986,                0.86247,                0.46936,                 1.3546,                  1.938,                0.90275,                0.98533,             8.0002e-05,             8.0002e-05,             8.0002e-05
                     22,                 1.4105,                  1.975,                 1.0428,                 1.0324,                0.83889,                0.76689,                0.86565,                0.53191,                0.84656,                0.74559,                0.86562,                0.47077,                 1.3441,                 1.9459,                0.90607,                0.98885,             7.9002e-05,             7.9002e-05,             7.9002e-05
                     23,                 1.3674,                 1.9959,                 1.0238,                 1.0224,                0.81137,                 0.7973,                0.86878,                0.52471,                0.81481,                0.80068,                 0.8649,                0.46618,                 1.3538,                 1.9491,                0.89831,                0.98161,             7.8002e-05,             7.8002e-05,             7.8002e-05
                     24,                 1.3975,                 1.9919,                 1.0281,                 1.0403,                0.80849,                0.78441,                0.86495,                0.53179,                0.81545,                0.79117,                0.86969,                0.46839,                 1.3384,                 1.9316,                0.88809,                0.97885,             7.7002e-05,             7.7002e-05,             7.7002e-05
                     25,                  1.385,                 1.9613,                0.99089,                 1.0216,                0.83142,                0.79978,                0.88327,                0.53331,                 0.8255,                0.79054,                0.87152,                0.47478,                 1.3537,                 1.9282,                0.88423,                 0.9792,             7.6002e-05,             7.6002e-05,             7.6002e-05
                     26,                 1.3918,                 1.9681,                0.99146,                 1.0326,                0.80603,                0.81423,                0.88197,                 0.5327,                0.80874,                0.80743,                0.86986,                0.47667,                 1.3445,                 1.9284,                0.87386,                0.98078,             7.5002e-05,             7.5002e-05,             7.5002e-05
                     27,                 1.3854,                  1.953,                 0.9809,                 1.0269,                0.83163,                 0.7973,                0.87988,                0.53658,                0.83834,                0.78836,                 0.8701,                0.47946,                 1.3271,                 1.8899,                0.85768,                0.97703,             7.4003e-05,             7.4003e-05,             7.4003e-05
                     28,                 1.3841,                 1.9357,                0.97555,                 1.0107,                0.84969,                0.80208,                 0.8835,                0.54427,                0.84689,                0.80352,                0.87465,                0.48022,                 1.3148,                 1.9137,                0.84947,                0.97402,             7.3003e-05,             7.3003e-05,             7.3003e-05
                     29,                 1.3631,                  1.916,                0.95273,                 1.0171,                0.87773,                0.77608,                0.88614,                0.54558,                0.87946,                0.77365,                0.88288,                0.48866,                 1.3105,                 1.8716,                0.83824,                 0.9721,             7.2003e-05,             7.2003e-05,             7.2003e-05
                     30,                 1.3473,                 1.9464,                 0.9525,                 1.0056,                0.86628,                0.80981,                0.88452,                 0.5413,                0.86049,                0.81265,                 0.8837,                0.48557,                 1.3313,                 1.8907,                0.84254,                0.97439,             7.1003e-05,             7.1003e-05,             7.1003e-05
                     31,                 1.3508,                 1.8892,                0.93171,                 1.0119,                0.85095,                0.80405,                 0.8863,                0.54807,                0.83867,                0.80786,                0.88276,                0.49047,                 1.3096,                 1.8967,                0.84031,                0.96934,             7.0003e-05,             7.0003e-05,             7.0003e-05
                     32,                 1.3368,                 1.8755,                0.91698,                 1.0013,                0.80831,                0.81419,                0.88234,                0.54594,                0.80446,                0.84797,                0.88536,                0.48909,                  1.311,                 1.8656,                 0.8398,                0.97034,             6.9003e-05,             6.9003e-05,             6.9003e-05
                     33,                 1.3443,                 1.9099,                0.91224,                 1.0047,                0.86099,                0.80068,                0.89032,                  0.546,                 0.8625,                0.78041,                0.88218,                0.48549,                  1.328,                 1.9038,                0.83585,                0.97235,             6.8003e-05,             6.8003e-05,             6.8003e-05
                     34,                 1.3427,                 1.8943,                0.92325,                 1.0001,                 0.8381,                0.82196,                0.88837,                0.54849,                0.84018,                0.81697,                  0.884,                0.48874,                 1.3158,                 1.9004,                0.83066,                0.96941,             6.7003e-05,             6.7003e-05,             6.7003e-05
                     35,                 1.3391,                 1.8608,                0.88988,                  1.009,                0.85564,                0.82432,                0.90103,                0.55234,                0.85853,                 0.8277,                0.89569,                0.49528,                 1.3103,                 1.8905,                0.81315,                0.97215,             6.6003e-05,             6.6003e-05,             6.6003e-05
                     36,                 1.3238,                 1.8828,                0.90159,                0.99189,                0.87202,                0.80568,                0.89985,                0.54952,                0.86836,                0.80231,                0.88475,                 0.4896,                 1.3261,                 1.8917,                0.82024,                0.97003,             6.5004e-05,             6.5004e-05,             6.5004e-05
                     37,                 1.3285,                  1.894,                0.88363,                  0.998,                  0.855,                0.81677,                 0.9026,                0.55443,                 0.8384,                0.83108,                0.89268,                0.49259,                  1.303,                 1.8907,                0.80137,                0.96749,             6.4004e-05,             6.4004e-05,             6.4004e-05
                     38,                 1.3412,                 1.8957,                0.89315,                0.99782,                0.86336,                0.81114,                0.89601,                 0.5531,                0.87108,                0.81419,                0.89467,                0.49371,                 1.2922,                 1.8986,                 0.8164,                0.96381,             6.3004e-05,             6.3004e-05,             6.3004e-05
                     39,                 1.3233,                 1.8851,                0.87536,                0.99169,                0.85758,                0.83409,                0.90349,                0.56253,                0.85382,                0.83446,                0.89609,                0.50408,                 1.2832,                 1.8319,                0.80041,                 0.9603,             6.2004e-05,             6.2004e-05,             6.2004e-05
                     40,                 1.3137,                 1.8888,                0.86635,                0.98415,                0.87298,                0.81081,                0.90564,                0.55072,                0.86124,                0.81757,                0.89581,                 0.4937,                 1.3337,                 1.8888,                0.80334,                0.97218,             6.1004e-05,             6.1004e-05,             6.1004e-05
                     41,                 1.3196,                 1.8636,                0.85866,                  0.995,                0.86054,                0.81301,                0.90176,                0.56148,                0.86985,                0.80405,                0.89717,                0.50069,                 1.2843,                 1.8429,                0.79492,                0.96116,             6.0004e-05,             6.0004e-05,             6.0004e-05
                     42,                 1.3241,                 1.8633,                0.85893,                0.98938,                 0.8658,                0.83784,                 0.9084,                0.55564,                0.85644,                0.83108,                0.90178,                0.49786,                 1.3228,                 1.8665,                0.79446,                0.96875,             5.9004e-05,             5.9004e-05,             5.9004e-05
                     43,                 1.3137,                 1.8544,                0.85725,                0.99251,                0.85946,                0.82642,                0.90331,                 0.5535,                0.86227,                0.82489,                0.89343,                0.49431,                 1.3132,                 1.8615,                0.79909,                0.96697,             5.8004e-05,             5.8004e-05,             5.8004e-05
                     44,                 1.3263,                 1.8387,                0.86931,                0.99684,                0.87714,                0.82095,                0.90785,                0.56019,                0.86626,                0.83152,                0.90036,                0.50107,                 1.3132,                 1.8523,                0.78574,                0.96627,             5.7004e-05,             5.7004e-05,             5.7004e-05
                     45,                 1.2975,                 1.8471,                0.84728,                0.97969,                0.88221,                0.81757,                 0.9086,                0.55726,                0.89051,                0.82428,                0.90464,                0.50303,                 1.3038,                 1.8553,                0.78778,                0.96601,             5.6004e-05,             5.6004e-05,             5.6004e-05
                     46,                 1.3107,                 1.8565,                 0.8449,                0.98451,                0.87143,                0.82095,                0.90572,                0.56515,                 0.8759,                0.83446,                0.90194,                0.50633,                 1.2918,                  1.834,                0.78231,                 0.9648,             5.5005e-05,             5.5005e-05,             5.5005e-05
                     47,                 1.3208,                 1.8229,                0.84361,                 0.9889,                0.89213,                0.81026,                0.90871,                0.56425,                0.88863,                0.81757,                0.90099,                 0.5077,                 1.2859,                 1.8456,                0.78674,                0.96255,             5.4005e-05,             5.4005e-05,             5.4005e-05
                     48,                 1.2944,                 1.8236,                0.81999,                0.98371,                0.85256,                0.84122,                 0.9116,                0.56861,                 0.8662,                 0.8311,                0.90347,                0.50759,                 1.2912,                   1.84,                0.77825,                0.96336,             5.3005e-05,             5.3005e-05,             5.3005e-05
                     49,                  1.307,                 1.8169,                0.84381,                0.98058,                0.87016,                0.84122,                0.91482,                0.56743,                0.86915,                0.84122,                0.90713,                 0.5124,                 1.3005,                 1.8377,                0.76775,                0.96648,             5.2005e-05,             5.2005e-05,             5.2005e-05
                     50,                 1.3001,                 1.7976,                0.82579,                0.98192,                0.88391,                0.80405,                0.91016,                0.57526,                0.85861,                0.84117,                0.90267,                0.51161,                 1.2776,                 1.8285,                0.76563,                  0.956,             5.1005e-05,             5.1005e-05,             5.1005e-05
                     51,                 1.2988,                 1.7815,                0.83858,                0.98247,                0.87116,                0.82432,                0.91407,                0.56116,                0.87124,                 0.8458,                0.90796,                0.50862,                 1.3106,                 1.8595,                 0.7553,                0.96515,             5.0005e-05,             5.0005e-05,             5.0005e-05
                     52,                 1.3154,                 1.8642,                0.83695,                0.99235,                0.87955,                0.81409,                0.90903,                0.56521,                0.88355,                0.82432,                0.90517,                0.51201,                 1.3046,                 1.8516,                0.77224,                 0.9646,             4.9005e-05,             4.9005e-05,             4.9005e-05
                     53,                 1.2945,                 1.7959,                0.82231,                0.98004,                0.88387,                0.82432,                0.91219,                0.57294,                0.88537,                0.83503,                0.90552,                0.51626,                  1.278,                 1.8112,                0.76434,                0.95809,             4.8005e-05,             4.8005e-05,             4.8005e-05
                     54,                 1.2929,                 1.8236,                0.81096,                0.97202,                0.87204,                0.82885,                 0.9168,                0.57046,                0.88807,                0.83098,                0.90312,                0.51099,                 1.3016,                 1.8318,                0.76029,                0.96118,             4.7005e-05,             4.7005e-05,             4.7005e-05
                     55,                 1.2856,                 1.8132,                0.80741,                0.97917,                0.87909,                0.83515,                0.91321,                0.56632,                0.88265,                0.83853,                0.90493,                 0.5144,                 1.2962,                 1.8276,                0.76699,                0.96013,             4.6005e-05,             4.6005e-05,             4.6005e-05
                     56,                 1.2866,                 1.8085,                 0.8114,                0.97519,                 0.8786,                 0.8277,                0.91881,                0.57236,                0.88219,                0.83108,                0.91101,                0.51584,                 1.2828,                 1.8096,                0.75666,                0.95706,             4.5005e-05,             4.5005e-05,             4.5005e-05
                     57,                 1.2794,                 1.7816,                0.79462,                0.97819,                0.86324,                0.83446,                0.90936,                0.57048,                0.87032,                0.83892,                0.90047,                0.51427,                 1.2793,                 1.8353,                0.76264,                0.95484,             4.4006e-05,             4.4006e-05,             4.4006e-05
                     58,                  1.271,                 1.8092,                0.79852,                0.97235,                0.92341,                0.78716,                0.91379,                0.57207,                0.88574,                0.81081,                0.91173,                0.51565,                 1.2818,                 1.7966,                0.75075,                0.95628,             4.3006e-05,             4.3006e-05,             4.3006e-05
                     59,                 1.2793,                 1.7954,                0.81005,                0.98261,                0.85438,                0.84797,                0.91106,                 0.5668,                0.86152,                0.85473,                0.90527,                0.51212,                 1.2896,                 1.8328,                0.74936,                0.95585,             4.2006e-05,             4.2006e-05,             4.2006e-05
                     60,                 1.2637,                 1.7821,                0.79169,                0.97191,                0.84596,                0.83784,                0.90889,                0.57153,                0.86006,                0.85135,                0.90383,                0.50828,                 1.2914,                 1.8429,                0.74785,                0.95725,             4.1006e-05,             4.1006e-05,             4.1006e-05
                     61,                 1.2798,                 1.8184,                0.79588,                0.97531,                0.91046,                0.79012,                0.91077,                 0.5692,                0.91588,                0.81081,                0.90892,                 0.5113,                 1.2891,                 1.8253,                0.74796,                0.95774,             4.0006e-05,             4.0006e-05,             4.0006e-05
                     62,                 1.2853,                 1.7592,                0.79465,                0.97951,                0.86021,                0.83158,                0.91194,                0.56666,                0.87412,                0.85135,                0.90722,                0.51358,                 1.2855,                 1.8204,                0.74768,                0.95489,             3.9006e-05,             3.9006e-05,             3.9006e-05
                     63,                 1.2832,                   1.79,                0.80415,                0.97355,                0.85133,                0.84122,                0.91683,                0.57169,                0.89267,                0.81757,                0.91315,                0.51222,                 1.2967,                 1.8277,                0.74282,                0.95669,             3.8006e-05,             3.8006e-05,             3.8006e-05
                     64,                 1.2667,                 1.7558,                0.78171,                0.97039,                0.85432,                0.83211,                0.90881,                0.56917,                0.86826,                0.84609,                0.91135,                0.51529,                 1.3015,                 1.8346,                0.75191,                0.96131,             3.7006e-05,             3.7006e-05,             3.7006e-05
                     65,                 1.2724,                 1.8146,                0.79295,                0.97309,                0.86566,                0.82727,                0.91807,                0.57373,                0.87098,                0.84386,                0.91095,                0.51145,                 1.2898,                 1.8126,                0.74696,                0.95585,             3.6006e-05,             3.6006e-05,             3.6006e-05
                     66,                 1.2701,                 1.7924,                0.79024,                0.95856,                0.85491,                0.85601,                 0.9152,                 0.5667,                0.87307,                0.85979,                0.90992,                0.51593,                 1.3082,                 1.8192,                0.73712,                0.95649,             3.5006e-05,             3.5006e-05,             3.5006e-05
                     67,                 1.2627,                 1.7683,                0.77567,                0.97151,                0.85043,                0.84522,                0.91827,                0.57345,                0.86089,                 0.8572,                0.91425,                0.51538,                   1.29,                 1.8077,                0.74042,                0.95407,             3.4007e-05,             3.4007e-05,             3.4007e-05
                     68,                 1.2685,                 1.8316,                0.78439,                0.96755,                 0.8708,                0.83446,                0.91954,                0.57135,                 0.8849,                0.84797,                0.91267,                0.51663,                 1.2918,                 1.8079,                0.73757,                0.95415,             3.3007e-05,             3.3007e-05,             3.3007e-05
                     69,                 1.2669,                 1.7716,                0.78561,                0.96733,                0.85261,                0.85473,                0.92137,                0.57339,                 0.8808,                0.84797,                0.91298,                0.51768,                 1.2882,                 1.8125,                 0.7365,                0.95265,             3.2007e-05,             3.2007e-05,             3.2007e-05
                     70,                 1.2701,                 1.7803,                0.78183,                0.97064,                0.87265,                0.84122,                0.92314,                0.57538,                0.90048,                0.82533,                0.91206,                0.51714,                 1.2812,                 1.7996,                 0.7394,                0.95205,             3.1007e-05,             3.1007e-05,             3.1007e-05
                     71,                 1.2574,                  1.746,                0.77596,                0.96546,                0.86613,                0.83062,                0.91931,                0.57562,                0.88887,                0.83767,                0.91563,                0.51463,                 1.2887,                 1.8023,                0.74072,                0.95261,             3.0007e-05,             3.0007e-05,             3.0007e-05
                     72,                 1.2404,                 1.7574,                0.76861,                0.96084,                0.86327,                0.85811,                0.91881,                0.57415,                0.87658,                0.86384,                0.91166,                0.51413,                 1.2993,                 1.8175,                0.73498,                0.95435,             2.9007e-05,             2.9007e-05,             2.9007e-05
                     73,                 1.2542,                 1.7527,                0.76574,                0.95893,                0.88013,                0.84797,                 0.9221,                0.57543,                0.88714,                0.85473,                0.91637,                0.51929,                 1.2849,                 1.8179,                0.73256,                0.95174,             2.8007e-05,             2.8007e-05,             2.8007e-05
                     74,                  1.251,                 1.7642,                0.77366,                 0.9607,                 0.8716,                0.86149,                0.92276,                0.57261,                0.87662,                0.86416,                0.91594,                0.51975,                 1.2979,                 1.8221,                0.73276,                0.95349,             2.7007e-05,             2.7007e-05,             2.7007e-05
                     75,                 1.2532,                 1.7354,                0.76092,                0.95872,                0.87163,                0.83784,                 0.9228,                0.58013,                 0.8741,                0.85135,                 0.9143,                0.51703,                 1.2784,                 1.7985,                0.72987,                0.95155,             2.6007e-05,             2.6007e-05,             2.6007e-05
                     76,                 1.2424,                 1.7785,                0.77153,                0.95982,                0.87151,                0.85473,                0.91975,                0.57533,                0.88268,                0.86418,                0.91439,                0.51926,                 1.2857,                 1.8223,                0.72758,                 0.9522,             2.5008e-05,             2.5008e-05,             2.5008e-05
                     77,                  1.265,                 1.7642,                 0.7681,                0.96983,                0.87173,                0.84797,                0.92247,                0.58039,                  0.889,                0.83875,                0.91624,                0.51307,                 1.2889,                 1.8187,                0.72836,                0.95372,             2.4008e-05,             2.4008e-05,             2.4008e-05
                     78,                 1.2422,                 1.7559,                0.75131,                0.95322,                0.88133,                0.85307,                0.92559,                0.57659,                0.88113,                0.85142,                0.91842,                0.51845,                 1.2828,                 1.7999,                0.72819,                  0.952,             2.3008e-05,             2.3008e-05,             2.3008e-05
                     79,                 1.2522,                  1.745,                0.74611,                0.96318,                 0.8608,                0.85473,                0.92193,                0.57343,                0.86611,                0.85811,                0.90674,                0.51587,                 1.2875,                 1.8106,                0.73058,                 0.9536,             2.2008e-05,             2.2008e-05,             2.2008e-05
                     80,                 1.2605,                 1.7682,                0.76535,                0.96334,                0.85861,                0.85135,                0.92126,                0.57927,                0.87726,                0.84122,                0.90898,                0.51742,                 1.2756,                 1.7949,                0.72954,                0.95074,             2.1008e-05,             2.1008e-05,             2.1008e-05
                     81,                 1.2502,                 1.7367,                0.75959,                0.96085,                0.85121,                0.86149,                0.92415,                0.58051,                0.86529,                0.84797,                0.91443,                0.51798,                 1.2808,                  1.799,                0.72899,                0.95234,             2.0008e-05,             2.0008e-05,             2.0008e-05
                     82,                 1.2407,                 1.7819,                0.75478,                0.95784,                0.87909,                0.83446,                0.92257,                0.57564,                0.89001,                0.84748,                0.91454,                0.52068,                 1.2884,                 1.7964,                0.73093,                0.95407,             1.9008e-05,             1.9008e-05,             1.9008e-05
                     83,                 1.2423,                 1.7589,                0.74941,                0.95127,                0.87727,                0.84122,                0.92256,                0.57402,                0.88071,                0.85135,                0.91719,                 0.5169,                 1.2903,                 1.8084,                0.72539,                0.95404,             1.8008e-05,             1.8008e-05,             1.8008e-05
                     84,                 1.2441,                 1.7842,                0.74821,                0.95741,                0.88807,                0.83446,                0.92372,                 0.5831,                0.88903,                0.83902,                0.91556,                0.51992,                 1.2765,                 1.7848,                0.72518,                0.95129,             1.7008e-05,             1.7008e-05,             1.7008e-05
                     85,                 1.2394,                 1.7859,                0.73706,                0.96222,                0.88737,                0.82432,                 0.9234,                0.58196,                0.89461,                0.83165,                0.91388,                 0.5203,                 1.2672,                 1.7801,                0.72922,                0.94785,             1.6008e-05,             1.6008e-05,             1.6008e-05
                     86,                 1.2532,                 1.7881,                0.74465,                0.96262,                0.90449,                0.83446,                0.92748,                0.58266,                 0.9018,                0.83763,                0.91511,                0.51932,                 1.2722,                 1.7897,                0.72751,                0.94969,             1.5009e-05,             1.5009e-05,             1.5009e-05
                     87,                 1.2425,                 1.7157,                0.75895,                0.95829,                0.88451,                0.82801,                0.92474,                0.58153,                0.89562,                0.84062,                0.91753,                0.52074,                 1.2767,                  1.787,                0.72407,                0.95078,             1.4009e-05,             1.4009e-05,             1.4009e-05
                     88,                 1.2317,                 1.7605,                0.75062,                0.95306,                0.90305,                0.83784,                0.92624,                0.57709,                0.88302,                0.84797,                0.91663,                0.52041,                 1.2801,                 1.7962,                0.72456,                0.95221,             1.3009e-05,             1.3009e-05,             1.3009e-05
                     89,                 1.2429,                 1.7416,                0.72786,                0.95533,                0.88534,                0.83446,                0.92746,                0.57665,                0.88959,                 0.8438,                0.91635,                0.52256,                 1.2843,                  1.795,                0.72026,                0.95103,             1.2009e-05,             1.2009e-05,             1.2009e-05
                     90,                 1.2198,                 1.7426,                0.72894,                0.95096,                0.87235,                0.83446,                0.92428,                0.57817,                 0.8822,                0.84459,                0.91523,                 0.5225,                 1.2801,                  1.792,                0.72244,                0.95145,             1.1009e-05,             1.1009e-05,             1.1009e-05
                     91,                 1.2635,                 1.7522,                0.73981,                0.96181,                0.88208,                0.85923,                0.92753,                0.58338,                 0.8844,                0.86149,                0.91726,                0.52106,                 1.2789,                 1.7956,                0.71754,                0.95088,             1.0009e-05,             1.0009e-05,             1.0009e-05
                     92,                 1.2284,                 1.7533,                0.74344,                0.95423,                0.86213,                0.86824,                0.92798,                0.58239,                0.88709,                0.86149,                0.91681,                0.52091,                 1.2787,                 1.7941,                0.71875,                0.95156,             9.0091e-06,             9.0091e-06,             9.0091e-06
                     93,                 1.2349,                 1.7778,                0.74998,                0.96182,                0.86739,                0.86184,                0.92709,                0.58371,                0.89132,                0.84797,                0.91623,                0.52262,                 1.2735,                 1.7903,                0.71787,                 0.9498,             8.0092e-06,             8.0092e-06,             8.0092e-06
                     94,                 1.2508,                 1.7375,                0.75439,                0.95286,                0.87246,                0.85508,                0.92955,                0.58611,                0.87305,                0.85473,                0.91644,                0.52277,                 1.2738,                 1.7852,                0.71746,                 0.9495,             7.0093e-06,             7.0093e-06,             7.0093e-06
                     95,                 1.2469,                 1.7777,                0.74781,                0.96108,                0.87701,                0.85135,                0.92892,                0.57905,                0.87701,                0.85135,                0.91622,                0.52001,                 1.2801,                 1.7945,                0.71921,                0.95047,             6.0094e-06,             6.0094e-06,             6.0094e-06
                     96,                 1.2419,                 1.7932,                0.74842,                0.95298,                0.87468,                0.85811,                0.92865,                0.58171,                0.87812,                0.86149,                0.91674,                0.52039,                 1.2814,                 1.7947,                 0.7215,                0.95059,             5.0095e-06,             5.0095e-06,             5.0095e-06
                     97,                 1.2399,                 1.7798,                0.75112,                0.96082,                0.85292,                0.86824,                0.92991,                0.58322,                0.88305,                0.84797,                0.91569,                 0.5207,                 1.2785,                 1.7929,                0.71988,                0.94924,             4.0096e-06,             4.0096e-06,             4.0096e-06
                     98,                 1.2384,                 1.7385,                0.74707,                0.94791,                0.88402,                0.84122,                0.92794,                0.58423,                0.87883,                0.84797,                 0.9174,                0.52325,                 1.2738,                 1.7917,                0.71885,                0.94943,             3.0097e-06,             3.0097e-06,             3.0097e-06
                     99,                 1.2385,                 1.7354,                0.74934,                0.95442,                 0.8466,                0.87629,                 0.9287,                0.58413,                0.88496,                0.84797,                0.91683,                0.52295,                 1.2725,                 1.7906,                0.71586,                0.94893,             2.0098e-06,             2.0098e-06,             2.0098e-06
