                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.1038,                  3.158,                 0.6054,                0.89865,                0.78291,                0.40667,                0.50596,                0.31529,                0.27961,                0.14524,                0.07815,                0.03168,                 1.1955,                 3.4904,                0.66665,                0.92729,               0.003862,               0.003862,               0.003862
                     64,                 1.0949,                 3.1444,                0.59226,                0.89904,                0.75043,                0.36955,                0.50398,                0.31816,                0.29304,                0.14685,                 0.1067,                0.04446,                 1.2265,                  3.963,                0.87234,                 0.9379,               0.003763,               0.003763,               0.003763
                     65,                 1.0837,                 3.1417,                0.59417,                0.89762,                 0.7761,                0.40344,                0.53427,                0.33001,                0.29194,                0.16084,                0.10402,                0.04144,                 1.2161,                  3.719,                0.76232,                0.92854,               0.003664,               0.003664,               0.003664
                     66,                 1.0805,                 3.1828,                0.58859,                0.89442,                0.77792,                0.42119,                0.52775,                0.32892,                0.29642,                0.16793,                0.09902,                0.03964,                 1.1781,                  3.587,                0.64312,                0.92231,               0.003565,               0.003565,               0.003565
                     67,                 1.0816,                 3.1435,                0.58357,                0.89646,                0.81733,                0.38731,                0.53027,                0.33391,                0.27039,                0.15062,                0.09809,                0.04008,                 1.2053,                 3.7806,                0.70194,                0.93142,               0.003466,               0.003466,               0.003466
                     68,                 1.0712,                 3.1359,                0.57919,                0.88474,                 0.7658,                0.42119,                0.53066,                0.33374,                 0.3012,                 0.1603,                0.10225,                0.04295,                 1.2003,                 3.6186,                0.67799,                0.92225,               0.003367,               0.003367,               0.003367
                     69,                 1.0735,                 3.1552,                0.57767,                0.88844,                0.81531,                 0.4185,                0.53185,                0.33226,                0.27529,                0.15438,                0.09231,                0.03883,                 1.1849,                 3.6355,                0.63964,                0.91975,               0.003268,               0.003268,               0.003268
                     70,                 1.0673,                 3.1035,                0.56459,                0.89449,                0.75492,                0.42119,                0.52577,                0.32791,                0.26837,                0.15062,                0.08816,                0.03739,                 1.1895,                  3.646,                0.64857,                0.91979,               0.003169,               0.003169,               0.003169
                     71,                 1.0695,                 3.1393,                0.57428,                0.88951,                0.79448,                0.40936,                0.53206,                 0.3363,                0.27556,                0.14847,                0.09097,                0.03877,                  1.195,                 3.6711,                0.64532,                0.92269,                0.00307,                0.00307,                0.00307
                     72,                 1.0596,                 3.0691,                0.56774,                0.88845,                0.78674,                0.41079,                0.54328,                0.34292,                0.25696,                  0.149,                0.09419,                0.04092,                   1.17,                 3.6903,                0.65017,                0.91817,               0.002971,               0.002971,               0.002971
