                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                 1.2418,                  3.491,                0.75634,                0.89657,                0.53039,                0.31684,                0.36714,                0.21423,                0.16999,                0.08661,                0.03812,                0.01509,                 1.4313,                 4.3086,                 1.5148,                0.93738,               0.008515,               0.008515,               0.008515
                     11,                 1.2244,                 3.4028,                0.73786,                0.89462,                0.66043,                0.37762,                0.46294,                  0.272,                 0.2466,                0.14739,                0.06746,                0.02417,                 1.3254,                 4.1342,                0.82765,                0.93737,                0.00835,                0.00835,                0.00835
                     12,                 1.1963,                 3.4547,                0.70716,                0.88499,                0.72749,                0.38677,                 0.4712,                0.27845,                0.17826,                0.10382,                0.03851,                0.01616,                 1.2981,                 3.8577,                0.81041,                0.92098,               0.008185,               0.008185,               0.008185
                     13,                 1.1929,                 3.3679,                0.68945,                0.88841,                0.67693,                0.37762,                0.46106,                0.26634,                0.14286,                0.10543,                0.03605,                0.01344,                 1.3312,                 3.9105,                0.86482,                0.92857,                0.00802,                0.00802,                0.00802
                     14,                 1.1693,                 3.3131,                 0.6837,                0.87849,                0.66935,                0.38139,                0.47094,                0.27701,                0.13443,                0.08714,                0.03162,                0.01283,                 1.3184,                 3.8667,                0.88455,                0.91428,               0.007855,               0.007855,               0.007855
                     15,                 1.1454,                 3.2636,                0.67435,                0.87275,                0.74018,                0.39376,                0.49061,                0.28861,                0.22997,                0.12157,                0.05587,                0.02429,                 1.2871,                 3.8216,                0.79343,                0.91741,                0.00769,                0.00769,                0.00769
                     16,                 1.1242,                 3.2181,                0.64337,                0.87196,                 0.7506,                0.38692,                0.48276,                0.28933,                0.26925,                 0.1447,                0.07339,                0.02885,                 1.2988,                 3.7719,                0.76631,                0.92752,               0.007525,               0.007525,               0.007525
                     17,                 1.1151,                 3.2296,                 0.6354,                0.86728,                0.69437,                0.32652,                0.42711,                0.25591,                0.23447,                0.10005,                 0.0565,                0.02323,                 1.3205,                 4.0969,                 1.0991,                 0.9185,                0.00736,                0.00736,                0.00736
                     18,                 1.1108,                 3.1877,                0.62193,                0.86689,                0.55833,                0.33513,                0.40819,                0.24928,                0.17292,                0.10167,                0.04209,                0.01772,                 1.3315,                 4.0489,                 1.1473,                0.92046,               0.007195,               0.007195,               0.007195
                     19,                 1.0895,                 3.1931,                0.59852,                0.86263,                0.71984,                0.39537,                0.50611,                0.30646,                 0.2382,                0.13287,                0.06555,                0.02607,                 1.2566,                 3.7942,                0.73722,                0.91079,                0.00703,                0.00703,                0.00703
                     20,                 1.0641,                 3.1523,                0.59151,                0.85475,                 0.7322,                0.37278,                0.46222,                0.28125,                0.23432,                0.12803,                0.05522,                0.02308,                 1.2788,                 3.8132,                0.77314,                 0.9134,               0.006865,               0.006865,               0.006865
                     21,                 1.0575,                 3.1209,                0.58753,                0.85393,                0.77111,                0.38462,                0.53455,                0.32851,                0.21287,                 0.1049,                0.07054,                0.03236,                 1.2502,                 3.7774,                0.82125,                0.91038,                 0.0067,                 0.0067,                 0.0067
                     22,                 1.0512,                 3.0866,                0.57827,                 0.8551,                0.72308,                0.38784,                0.51528,                0.30858,                0.25133,                0.12641,                0.07474,                0.02994,                 1.2966,                 3.8798,                0.81852,                0.91706,               0.006535,               0.006535,               0.006535
                     23,                 1.0339,                 3.0673,                0.57018,                0.85632,                0.66606,                0.33244,                0.44181,                0.27158,                0.18662,                0.09521,                0.04769,                0.01978,                 1.3476,                 3.9681,                 1.1214,                0.93539,                0.00637,                0.00637,                0.00637
                     24,                 1.0311,                 3.0436,                 0.5623,                0.85068,                0.72793,                0.38085,                0.50883,                0.31934,                0.22458,                0.12074,                0.06579,                0.02838,                 1.2308,                 3.8506,                0.78413,                0.91068,               0.006205,               0.006205,               0.006205
                     25,                 1.0101,                 2.9773,                0.54895,                0.84333,                0.77437,                 0.4029,                0.53937,                0.33092,                 0.2313,                0.12265,                0.06898,                0.03088,                 1.2264,                 3.8236,                0.71794,                0.91282,                0.00604,                0.00604,                0.00604
                     26,                 1.0033,                 3.0075,                0.54554,                  0.845,                0.81018,                0.38085,                0.49985,                0.31053,                0.29971,                0.13986,                0.08233,                0.03647,                 1.2253,                   3.75,                0.69172,                0.91211,               0.005875,               0.005875,               0.005875
                     27,                0.98334,                 2.9865,                0.53746,                0.83906,                0.75868,                0.40559,                0.53759,                 0.3389,                0.28332,                0.13986,                0.08489,                0.03656,                 1.1797,                 3.7435,                0.68013,                 0.9049,                0.00571,                0.00571,                0.00571
                     28,                0.97136,                 2.8873,                0.52181,                0.84118,                0.76511,                0.38723,                0.54505,                0.34279,                0.26152,                0.13018,                0.08828,                0.03726,                 1.2266,                 3.7647,                0.71577,                0.91386,               0.005545,               0.005545,               0.005545
                     29,                0.95156,                 2.8912,                0.51974,                0.83457,                0.76312,                0.37332,                0.50313,                0.31672,                0.23157,                0.12372,                0.07202,                0.03186,                 1.2298,                 3.7901,                0.73251,                 0.9152,                0.00538,                0.00538,                0.00538
                     30,                0.96083,                 2.8411,                 0.5175,                0.83807,                0.74788,                0.39537,                0.50807,                0.31403,                0.26701,                0.12695,                0.07246,                0.03167,                 1.2256,                 3.6307,                0.71258,                0.90876,               0.005215,               0.005215,               0.005215
                     31,                0.94301,                 2.8616,                0.50544,                0.83537,                  0.787,                0.40129,                0.55061,                0.34377,                0.23484,                0.11673,                0.07903,                0.03636,                  1.229,                 3.8103,                0.72347,                0.90976,                0.00505,                0.00505,                0.00505
                     32,                0.91829,                 2.8199,                0.49774,                0.82882,                 0.8686,                0.38139,                0.52792,                 0.3303,                0.30849,                0.13932,                0.08908,                0.03799,                 1.1823,                 3.7924,                0.64492,                0.89849,               0.004885,               0.004885,               0.004885
                     33,                0.91942,                 2.8195,                0.49238,                0.82457,                0.84967,                0.38612,                0.51657,                0.32763,                0.32601,                0.14147,                0.09099,                0.03836,                 1.1787,                 3.7722,                0.65539,                0.90808,                0.00472,                0.00472,                0.00472
                     34,                0.90475,                 2.7633,                0.48548,                0.82745,                0.81522,                0.39159,                0.53813,                0.34499,                0.27247,                0.13179,                0.08537,                0.03785,                 1.1873,                 3.6671,                0.66093,                 0.9057,               0.004555,               0.004555,               0.004555
                     35,                0.89765,                 2.7428,                 0.4803,                0.82419,                0.77468,                0.36095,                0.52323,                0.32986,                0.30133,                0.13932,                0.10988,                0.04937,                 1.2354,                 3.9273,                0.80549,                0.90954,                0.00439,                0.00439,                0.00439
                     36,                 0.8794,                 2.7232,                0.46936,                0.82173,                0.85974,                0.38515,                 0.5475,                0.34578,                 0.3178,                0.14524,                  0.104,                  0.048,                 1.1708,                  3.743,                0.64516,                0.90407,               0.004225,               0.004225,               0.004225
                     37,                0.86741,                 2.6928,                0.47008,                0.81692,                0.78486,                0.39806,                 0.5297,                0.33085,                0.33481,                0.15546,                0.10535,                0.04624,                 1.2037,                 3.7916,                0.65562,                0.90858,                0.00406,                0.00406,                0.00406
                     38,                0.85844,                 2.6612,                0.46105,                 0.8207,                0.87162,                0.38515,                 0.5436,                0.34736,                0.31823,                0.14094,                0.10215,                0.04734,                   1.17,                 3.8436,                0.64667,                0.89917,               0.003895,               0.003895,               0.003895
                     39,                0.84791,                 2.6103,                0.45577,                 0.8171,                0.84568,                0.37144,                0.53602,                   0.35,                0.28605,                0.13018,                0.09618,                0.04223,                 1.1924,                 3.9212,                0.67172,                0.89895,                0.00373,                0.00373,                0.00373
                     40,                0.83679,                 2.5926,                0.44843,                0.81063,                  0.875,                0.38999,                0.55699,                0.35628,                0.34317,                0.15438,                0.12021,                0.05586,                 1.1787,                 3.7041,                0.63245,                 0.9044,               0.003565,               0.003565,               0.003565
                     41,                0.82586,                 2.5615,                0.44519,                0.81369,                0.82995,                0.39753,                0.53975,                0.34754,                0.33303,                0.15116,                0.11267,                0.05397,                  1.174,                 3.7634,                0.63908,                 0.9042,                 0.0034,                 0.0034,                 0.0034
                     42,                0.81888,                 2.5525,                0.43587,                0.81239,                0.86496,                0.38677,                0.55528,                 0.3551,                0.31135,                 0.1362,                0.10425,                0.04817,                 1.1729,                  3.721,                0.62699,                0.90707,               0.003235,               0.003235,               0.003235
                     43,                 0.8136,                 2.5566,                0.43839,                0.81236,                 0.7783,                0.41545,                0.56458,                0.35798,                0.33526,                0.14309,                0.11025,                0.04824,                 1.1713,                 3.7682,                0.62677,                0.90013,                0.00307,                0.00307,                0.00307
                     44,                0.80649,                 2.4869,                0.43437,                0.80802,                0.78724,                0.41151,                0.57068,                0.35907,                0.27752,                0.14739,                0.11196,                0.05019,                  1.185,                 3.7781,                0.64394,                0.90554,               0.002905,               0.002905,               0.002905
                     45,                0.78967,                 2.4979,                0.42736,                0.80652,                0.79396,                0.40667,                 0.5728,                0.35796,                 0.2996,                0.15062,                0.12035,                 0.0568,                  1.165,                 3.7102,                0.62712,                0.90334,                0.00274,                0.00274,                0.00274
                     46,                0.77698,                 2.4594,                0.42029,                0.80451,                0.82748,                0.40129,                0.57216,                0.37126,                0.29819,                0.14147,                0.11355,                0.05268,                 1.1545,                 3.7828,                0.62881,                 0.9092,               0.002575,               0.002575,               0.002575
                     47,                0.76715,                 2.4291,                0.41959,                0.80565,                0.81615,                0.40613,                0.58371,                0.36747,                0.30193,                0.14793,                 0.1183,                0.05752,                 1.1693,                 3.8192,                0.62517,                0.90583,                0.00241,                0.00241,                0.00241
                     48,                0.74819,                 2.4351,                0.40801,                0.80246,                0.77745,                0.41366,                0.56699,                0.36084,                0.28043,                0.14843,                0.11161,                0.05155,                 1.1581,                 3.8016,                0.62481,                0.90253,               0.002245,               0.002245,               0.002245
                     49,                0.73132,                 2.3987,                0.40088,                0.80008,                 0.8185,                0.41151,                0.58167,                0.37254,                0.32216,                 0.1603,                 0.1328,                0.05993,                 1.1766,                 3.7894,                0.62084,                0.90765,                0.00208,                0.00208,                0.00208
                     50,                0.73267,                 2.3626,                0.40084,                0.80075,                0.81272,                0.41151,                0.57674,                0.36854,                 0.3131,                0.15492,                0.12637,                0.05859,                 1.1565,                 3.7762,                0.61323,                0.90356,               0.001915,               0.001915,               0.001915
                     51,                 0.7102,                 2.2797,                0.39218,                 0.7978,                 0.8119,                0.40559,                0.58086,                0.37225,                0.30483,                0.15223,                0.12762,                0.06207,                 1.1552,                 3.9329,                0.60777,                0.90494,                0.00175,                0.00175,                0.00175
                     52,                0.69825,                 2.3135,                0.38695,                0.79652,                0.82515,                0.39914,                0.57192,                 0.3691,                0.30801,                0.15277,                0.12502,                0.06176,                 1.1619,                 3.9157,                0.62643,                0.90777,               0.001585,               0.001585,               0.001585
                     53,                0.69057,                 2.2733,                0.38283,                0.80072,                0.80902,                0.40344,                0.57178,                0.36813,                0.31701,                  0.149,                0.11838,                0.05677,                 1.1618,                 3.8861,                0.61899,                0.90622,                0.00142,                0.00142,                0.00142
                     54,                0.67484,                 2.2394,                0.37872,                0.79011,                0.81017,                0.41097,                0.58314,                0.37579,                0.31831,                0.15815,                0.13614,                0.06547,                 1.1569,                 3.9509,                0.60964,                 0.9045,               0.001255,               0.001255,               0.001255
                     55,                 0.6713,                 2.2551,                0.37371,                0.79062,                 0.8103,                0.41259,                0.58588,                0.37748,                0.32323,                0.15903,                0.13945,                0.06836,                 1.1414,                 3.9441,                0.60009,                0.90243,                0.00109,                0.00109,                0.00109
                     56,                0.65612,                 2.2096,                0.37044,                0.79399,                0.80815,                0.41097,                 0.5908,                0.38131,                 0.3286,                0.15331,                0.13865,                0.06827,                 1.1521,                 3.8931,                0.59656,                0.90693,               0.000925,               0.000925,               0.000925
                     57,                0.64822,                  2.195,                0.36719,                0.78939,                0.80587,                0.40642,                0.57788,                0.37554,                0.31941,                0.15546,                0.12736,                0.06254,                 1.1463,                 3.9683,                0.60108,                 0.9036,                0.00076,                0.00076,                0.00076
                     58,                0.64066,                 2.1932,                0.36442,                0.78762,                0.83997,                0.40095,                0.58314,                0.37902,                0.34307,                0.16138,                0.13918,                0.06671,                  1.145,                 4.0152,                0.59484,                0.90848,               0.000595,               0.000595,               0.000595
                     59,                0.63201,                 2.1522,                 0.3606,                0.78775,                 0.8338,                0.40344,                0.59147,                0.38752,                0.34297,                0.15815,                 0.1406,                0.06714,                 1.1444,                 4.0335,                0.59702,                0.90563,                0.00043,                0.00043,                0.00043
