                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.2133,                 3.4578,                0.74992,                0.92042,                0.66822,                0.36605,                0.46825,                0.28034,                0.17047,                0.11049,                0.04804,                0.01831,                 1.3356,                 3.9626,                 1.0287,                0.94981,               0.006205,               0.006205,               0.006205
                     25,                 1.2178,                 3.4707,                0.73642,                0.91309,                0.65661,                0.34588,                0.43485,                0.26207,                0.15458,                0.09688,                0.04691,                0.01931,                 1.3353,                 4.0317,                 1.1794,                0.93569,                0.00604,                0.00604,                0.00604
                     26,                 1.2111,                  3.418,                 0.7291,                0.92372,                0.71886,                0.41148,                 0.5068,                0.29945,                0.25747,                0.14171,                0.07091,                0.02722,                  1.328,                  3.918,                0.77582,                0.93896,               0.005875,               0.005875,               0.005875
                     27,                 1.2075,                 3.4381,                0.72492,                0.90874,                0.63393,                0.38671,                0.48318,                 0.2904,                0.16477,                0.10328,                0.04444,                0.01701,                 1.3031,                 4.0473,                0.92535,                0.93445,                0.00571,                0.00571,                0.00571
                     28,                 1.1945,                  3.423,                0.71252,                0.91511,                  0.763,                0.39392,                0.49184,                0.29291,                0.29871,                0.15933,                 0.0811,                0.03186,                 1.3194,                 3.8161,                0.75711,                0.93609,               0.005545,               0.005545,               0.005545
                     29,                 1.1998,                 3.4154,                0.70125,                0.90629,                0.70448,                0.37217,                0.46018,                0.27811,                0.23035,                 0.1233,                0.05896,                0.02512,                 1.3246,                 3.9447,                0.98051,                0.93192,                0.00538,                0.00538,                0.00538
                     30,                 1.1873,                 3.3289,                0.69348,                0.90716,                0.73161,                0.40352,                0.51595,                0.31129,                0.26535,                0.14492,                0.07513,                0.03378,                 1.3231,                 3.8607,                0.75261,                0.92909,               0.005215,               0.005215,               0.005215
                     31,                 1.1671,                 3.3416,                0.69137,                0.90313,                0.75171,                0.40753,                0.51863,                0.31313,                0.26497,                0.14972,                0.07956,                 0.0328,                 1.3047,                 3.8798,                0.80984,                0.92187,                0.00505,                0.00505,                0.00505
                     32,                 1.1627,                 3.2622,                 0.6706,                0.90104,                 0.6879,                    0.3,                0.39609,                0.23371,                0.21072,                0.09768,                0.05835,                 0.0253,                 1.4237,                 4.0591,                 1.4215,                0.94129,               0.004885,               0.004885,               0.004885
                     33,                 1.1589,                 3.3616,                0.66609,                0.89936,                 0.7379,                0.40913,                0.50888,                0.30924,                0.22726,                0.11849,                0.05063,                0.02097,                 1.3289,                 3.7638,                0.73941,                0.93199,                0.00472,                0.00472,                0.00472
                     34,                 1.1563,                 3.2744,                0.66177,                0.89592,                0.78999,                0.40833,                0.51919,                0.32036,                0.30586,                0.15372,                0.08728,                0.03623,                 1.2569,                 3.7459,                0.70886,                0.91745,               0.004555,               0.004555,               0.004555
                     35,                 1.1516,                 3.2553,                0.65252,                0.90009,                0.73662,                0.35548,                0.49453,                0.29771,                 0.2329,                 0.1225,                0.07777,                0.03114,                 1.2706,                 4.1056,                 1.0693,                0.91588,                0.00439,                0.00439,                0.00439
                     36,                 1.1432,                  3.313,                0.65001,                 0.8956,                0.68785,                0.39872,                0.50631,                0.30895,                0.27825,                0.17054,                0.09932,                0.04046,                 1.2367,                 3.9164,                 0.8221,                0.91713,               0.004225,               0.004225,               0.004225
                     37,                 1.1354,                 3.2852,                0.64707,                0.89627,                0.75461,                0.40378,                0.51604,                0.31529,                 0.2516,                0.14732,                0.07612,                0.03089,                 1.2519,                 3.8476,                0.75595,                0.92466,                0.00406,                0.00406,                0.00406
                     38,                 1.1269,                 3.2497,                0.63905,                0.89669,                0.65132,                0.33307,                0.43341,                0.26444,                0.17233,                0.09207,                0.04541,                0.01753,                 1.3269,                 4.2936,                 1.1256,                0.92827,               0.003895,               0.003895,               0.003895
                     39,                 1.1127,                   3.25,                0.63187,                0.88526,                0.73956,                0.37287,                0.49853,                0.31152,                0.22305,                 0.1297,                0.06463,                0.02567,                 1.2474,                 3.8592,                 0.7915,                0.92079,                0.00373,                0.00373,                0.00373
                     40,                 1.1142,                 3.2407,                0.62265,                0.88444,                0.79638,                0.40272,                0.53597,                0.32839,                0.26153,                0.13691,                0.07567,                0.03233,                 1.2633,                 3.7293,                0.68126,                0.92279,               0.003565,               0.003565,               0.003565
                     41,                 1.1125,                 3.1749,                0.61155,                 0.8888,                0.78994,                0.39712,                0.52218,                0.32133,                0.29296,                0.16573,                0.09707,                0.03612,                  1.271,                 3.8683,                0.72387,                0.92507,                 0.0034,                 0.0034,                 0.0034
                     42,                 1.0891,                 3.1408,                0.60735,                0.88054,                0.80957,                0.41525,                0.53026,                0.32955,                 0.3016,                0.15853,                0.08527,                0.03663,                 1.2686,                 3.7248,                0.65954,                 0.9143,               0.003235,               0.003235,               0.003235
                     43,                 1.0864,                 3.1684,                0.59637,                0.88051,                0.78447,                0.38191,                 0.5223,                0.33174,                0.28114,                0.14011,                0.08572,                0.03733,                 1.2466,                 3.9764,                0.77744,                0.91394,                0.00307,                0.00307,                0.00307
                     44,                  1.078,                 3.1654,                0.58778,                0.88045,                0.73083,                0.41073,                0.53485,                0.33929,                0.26319,                0.13931,                0.08012,                 0.0343,                 1.2227,                 3.7205,                0.67418,                0.91538,               0.002905,               0.002905,               0.002905
                     45,                 1.0737,                 3.1659,                0.58834,                0.87563,                0.77335,                0.41954,                0.53421,                  0.336,                0.25168,                0.14011,                0.08182,                0.03573,                 1.2414,                 3.5782,                0.65109,                0.90847,                0.00274,                0.00274,                0.00274
                     46,                 1.0744,                 3.1179,                0.58433,                0.87719,                0.86688,                0.39952,                0.53977,                0.34047,                0.30862,                0.14732,                0.08813,                0.03907,                 1.2098,                  3.698,                0.63962,                0.90625,               0.002575,               0.002575,               0.002575
                     47,                 1.0572,                 3.0609,                0.57331,                0.87342,                0.81987,                0.40112,                0.52118,                0.33387,                0.30929,                0.15132,                0.09083,                0.03715,                 1.2107,                 3.7834,                 0.6565,                0.90896,                0.00241,                0.00241,                0.00241
                     48,                 1.0523,                 3.0744,                0.56811,                0.87232,                0.85354,                0.41313,                0.54462,                0.34563,                0.27197,                0.14652,                 0.0819,                0.03746,                 1.2225,                 3.7177,                0.63958,                0.90276,               0.002245,               0.002245,               0.002245
                     49,                  1.049,                 3.0353,                0.56502,                0.87368,                0.83496,                0.41153,                 0.5551,                0.36011,                0.29665,                0.14652,                0.09711,                0.04282,                  1.208,                 3.7195,                   0.65,                0.90297,                0.00208,                0.00208,                0.00208
                     50,                 1.0366,                 3.0457,                0.54736,                0.86685,                0.84238,                 0.4022,                0.53234,                0.35117,                0.27063,                 0.1423,                0.08075,                0.03499,                 1.1728,                 3.5868,                0.60967,                0.90217,               0.001915,               0.001915,               0.001915
                     51,                 1.0267,                 2.9648,                0.55132,                0.86532,                0.87433,                0.38991,                 0.5431,                0.35108,                0.27493,                0.15052,                0.09128,                 0.0398,                 1.1885,                 3.7515,                0.64377,                0.90449,                0.00175,                0.00175,                0.00175
                     52,                 1.0206,                 2.9985,                0.54373,                0.86324,                0.82585,                0.39487,                0.54376,                0.34991,                0.27485,                0.14412,                0.09294,                 0.0408,                  1.209,                 3.7478,                0.67548,                0.90412,               0.001585,               0.001585,               0.001585
                     53,                 1.0166,                 2.9859,                0.54208,                 0.8635,                0.85557,                0.40192,                0.53311,                 0.3484,                0.27339,                0.14572,                0.08238,                0.03633,                 1.1866,                 3.6906,                0.65213,                0.89434,                0.00142,                0.00142,                0.00142
                     54,                0.99774,                 2.9612,                0.52596,                0.86004,                0.88388,                0.40592,                0.54243,                0.35081,                0.30575,                0.14091,                0.08737,                0.04075,                 1.1965,                 3.6403,                0.60462,                 0.9028,               0.001255,               0.001255,               0.001255
                     55,                0.99139,                 2.9051,                0.51978,                0.85666,                0.82462,                0.41633,                0.55209,                0.35476,                0.28927,                0.14091,                0.09073,                0.04027,                 1.1933,                 3.6712,                0.60571,                0.91919,                0.00109,                0.00109,                0.00109
                     56,                0.99343,                 2.9518,                0.51602,                0.86217,                0.86068,                0.41547,                0.54729,                0.36157,                0.27348,                0.14412,                0.08709,                0.03988,                 1.1595,                 3.6403,                0.59847,                0.89027,               0.000925,               0.000925,               0.000925
                     57,                0.99601,                   2.91,                0.51182,                0.86395,                0.83159,                0.42434,                0.54801,                0.35648,                0.29119,                0.14439,                0.08364,                0.03905,                 1.1751,                 3.6584,                 0.6028,                0.89827,                0.00076,                0.00076,                0.00076
                     58,                0.98788,                  2.884,                0.50947,                0.85489,                0.84506,                0.41921,                0.55955,                0.36886,                0.28217,                0.13851,                0.08727,                0.04059,                 1.1787,                 3.5675,                0.59094,                  0.898,               0.000595,               0.000595,               0.000595
                     59,                0.97589,                 2.8796,                0.49975,                0.85546,                0.87126,                 0.4118,                0.55839,                 0.3696,                0.29313,                0.14652,                0.09173,                0.04269,                 1.1655,                 3.5501,                0.59678,                0.89684,                0.00043,                0.00043,                0.00043
