                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                  1.232,                 1.7202,                0.86219,                0.64926,                0.48104,                0.48698,                0.43749,                0.22827,                0.42479,                0.43994,                0.34973,                0.13889,                 1.7457,                 2.2961,                 2.0435,                0.95046,             2.5008e-05,             2.5008e-05,             2.5008e-05
                     77,                 1.2117,                 1.7603,                0.85929,                0.64753,                0.49796,                0.47473,                0.43376,                0.22512,                0.43871,                0.42573,                0.34997,                0.13866,                 1.7611,                 2.3034,                 2.0617,                0.95092,             2.4008e-05,             2.4008e-05,             2.4008e-05
                     78,                 1.1994,                 1.6868,                 0.8559,                0.63991,                0.49299,                0.45862,                0.43238,                0.22332,                0.44016,                0.40735,                0.34653,                0.13573,                 1.7574,                 2.3163,                 2.0636,                0.95046,             2.3008e-05,             2.3008e-05,             2.3008e-05
                     79,                 1.2175,                 1.7306,                0.86575,                0.65212,                0.49077,                0.46861,                0.43153,                0.22109,                0.42642,                0.43377,                0.34725,                0.13746,                  1.766,                 2.3009,                 2.0484,                0.95168,             2.2008e-05,             2.2008e-05,             2.2008e-05
                     80,                  1.202,                 1.6973,                0.84683,                 0.6399,                0.48304,                0.48698,                0.43404,                0.22277,                0.42532,                0.42879,                0.34721,                0.13854,                  1.769,                  2.295,                 2.0542,                0.95237,             2.1008e-05,             2.1008e-05,             2.1008e-05
                     81,                  1.208,                 1.6797,                0.84862,                0.64306,                 0.4929,                0.47186,                0.43851,                0.22609,                0.45042,                0.40665,                0.35472,                0.14166,                 1.7697,                 2.3017,                 2.0213,                0.95188,             2.0008e-05,             2.0008e-05,             2.0008e-05
                     82,                 1.2096,                  1.691,                0.83789,                0.64596,                0.49331,                0.48545,                0.44103,                0.22938,                0.43418,                0.42726,                0.35402,                0.14109,                 1.7649,                 2.2984,                 2.0379,                0.95191,             1.9008e-05,             1.9008e-05,             1.9008e-05
                     83,                 1.1891,                 1.6936,                0.84014,                 0.6433,                0.49487,                0.49005,                0.44176,                0.22915,                0.42681,                0.43798,                0.35569,                0.14169,                 1.7743,                 2.2999,                 2.0381,                0.95194,             1.8008e-05,             1.8008e-05,             1.8008e-05
                     84,                 1.2005,                 1.7247,                0.84278,                0.64276,                0.49188,                0.48086,                0.43637,                0.22652,                0.42402,                0.43951,                0.35411,                 0.1393,                 1.7683,                 2.2988,                  2.064,                0.95088,             1.7008e-05,             1.7008e-05,             1.7008e-05
                     85,                 1.2124,                 1.6963,                 0.8502,                0.65136,                 0.4927,                0.47892,                0.43548,                0.22781,                0.42168,                0.43185,                  0.351,                0.13922,                  1.766,                 2.2955,                 2.0598,                0.95004,             1.6008e-05,             1.6008e-05,             1.6008e-05
                     86,                 1.1946,                 1.7147,                0.83238,                0.64207,                0.49072,                0.49136,                 0.4393,                0.22805,                 0.4231,                0.43798,                0.35766,                0.14034,                 1.7636,                 2.3022,                 2.0618,                0.95041,             1.5009e-05,             1.5009e-05,             1.5009e-05
                     87,                 1.1847,                 1.6637,                0.83394,                0.63626,                0.48832,                0.49545,                0.44319,                0.23025,                0.42608,                0.44104,                0.36048,                0.14114,                 1.7626,                  2.304,                 2.0431,                0.95083,             1.4009e-05,             1.4009e-05,             1.4009e-05
                     88,                  1.206,                 1.7435,                0.84421,                0.64657,                0.48257,                0.49989,                0.43822,                0.22728,                0.42253,                0.44257,                0.35431,                0.14053,                 1.7623,                 2.3101,                 2.0652,                0.95001,             1.3009e-05,             1.3009e-05,             1.3009e-05
                     89,                 1.1943,                 1.6962,                0.84092,                0.63941,                0.48378,                 0.4977,                0.44096,                0.22791,                0.42383,                0.44717,                0.35513,                0.14112,                 1.7597,                 2.3063,                 2.0518,                0.94916,             1.2009e-05,             1.2009e-05,             1.2009e-05
                     90,                 1.1711,                 1.6523,                0.81607,                0.63365,                0.47985,                0.49158,                0.43734,                0.22742,                0.41785,                0.44104,                0.35239,                0.14086,                 1.7566,                 2.3059,                  2.072,                0.95012,             1.1009e-05,             1.1009e-05,             1.1009e-05
                     91,                 1.1952,                 1.6639,                0.82679,                0.63507,                0.48366,                 0.4977,                0.44111,                0.22672,                0.42871,                0.44704,                0.35728,                0.14087,                 1.7665,                  2.316,                 2.0553,                0.95108,             1.0009e-05,             1.0009e-05,             1.0009e-05
                     92,                 1.1954,                 1.6528,                0.81744,                0.64166,                0.48415,                 0.5088,                0.44306,                0.22758,                0.43023,                0.45214,                 0.3568,                0.14212,                 1.7647,                 2.3105,                 2.0491,                0.95064,             9.0091e-06,             9.0091e-06,             9.0091e-06
                     93,                 1.2056,                 1.7132,                0.83725,                0.64153,                 0.4812,                 0.5023,                0.44153,                0.22698,                0.42495,                0.45636,                0.35392,                0.14082,                 1.7604,                 2.3119,                 2.0757,                0.95116,             8.0092e-06,             8.0092e-06,             8.0092e-06
                     94,                 1.1992,                  1.652,                0.82894,                0.64168,                0.48786,                 0.5023,                0.44515,                0.22926,                0.43134,                 0.4441,                0.35798,                0.14258,                 1.7615,                 2.3142,                 2.0627,                0.95073,             7.0093e-06,             7.0093e-06,             7.0093e-06
                     95,                 1.1875,                 1.7218,                0.81951,                0.64103,                0.48592,                0.50383,                0.44387,                0.22962,                0.42972,                0.45003,                0.35968,                0.14398,                 1.7592,                 2.3065,                 2.0712,                0.95104,             6.0094e-06,             6.0094e-06,             6.0094e-06
