                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.5061,                 1.7896,                 1.1392,                0.98902,                0.67618,                0.62995,                0.65239,                0.35017,                0.62001,                 0.5572,                0.52896,                0.20945,                 1.3938,                 2.2445,                0.99216,                0.93226,             3.6006e-05,             3.6006e-05,             3.6006e-05
                     66,                 1.5019,                 1.8246,                 1.1254,                0.98283,                0.65799,                0.64472,                0.65264,                0.35284,                0.59325,                0.58743,                0.53678,                0.21099,                 1.3827,                 2.2417,                0.97317,                0.93174,             3.5006e-05,             3.5006e-05,             3.5006e-05
                     67,                 1.4911,                 1.8111,                 1.1276,                0.98027,                0.69041,                0.61715,                0.65299,                 0.3516,                0.64108,                 0.5559,                0.52981,                0.21308,                 1.4025,                 2.2303,                0.97245,                0.93404,             3.4007e-05,             3.4007e-05,             3.4007e-05
                     68,                 1.5015,                 1.7637,                 1.1482,                0.97447,                0.67289,                0.63706,                0.65316,                 0.3546,                0.61594,                0.56488,                0.52824,                 0.2117,                 1.3886,                 2.2238,                0.97417,                0.93212,             3.3007e-05,             3.3007e-05,             3.3007e-05
                     69,                 1.5284,                 1.8143,                   1.12,                0.98645,                0.67883,                0.64087,                0.65629,                0.35662,                0.60828,                0.57427,                0.52901,                0.21135,                 1.3911,                   2.22,                0.96829,                0.93214,             3.2007e-05,             3.2007e-05,             3.2007e-05
                     70,                  1.476,                 1.7617,                 1.0903,                0.97497,                0.68943,                0.60643,                0.65341,                0.35174,                0.63583,                 0.5513,                0.53258,                0.20689,                 1.3866,                 2.2357,                0.97259,                0.93044,             3.1007e-05,             3.1007e-05,             3.1007e-05
                     71,                 1.4956,                 1.7856,                 1.1109,                0.98481,                0.67015,                0.64165,                0.65609,                 0.3522,                0.62201,                0.57427,                0.53533,                0.21192,                 1.3884,                 2.2193,                0.95761,                0.92947,             3.0007e-05,             3.0007e-05,             3.0007e-05
                     72,                 1.5172,                  1.838,                 1.1073,                0.97202,                0.68243,                  0.634,                0.65815,                0.35781,                0.64151,                0.54807,                0.53513,                0.21265,                 1.3826,                 2.2122,                0.96104,                0.93045,             2.9007e-05,             2.9007e-05,             2.9007e-05
                     73,                 1.4656,                 1.7731,                 1.0823,                0.98241,                0.67639,                0.63093,                0.65501,                0.35633,                0.62521,                0.55283,                0.52964,                 0.2113,                 1.3797,                 2.2377,                0.95977,                0.92838,             2.8007e-05,             2.8007e-05,             2.8007e-05
                     74,                 1.4826,                 1.7558,                 1.0884,                0.97584,                0.69297,                  0.634,                0.66363,                 0.3586,                0.62806,                0.55743,                0.53705,                0.21347,                 1.3905,                 2.2332,                0.95798,                0.93168,             2.7007e-05,             2.7007e-05,             2.7007e-05
                     75,                 1.4671,                 1.7361,                 1.0854,                0.96994,                0.68116,                0.64012,                0.66166,                 0.3536,                0.62078,                 0.5758,                0.54119,                0.21193,                 1.4074,                  2.251,                0.96218,                0.93438,             2.6007e-05,             2.6007e-05,             2.6007e-05
                     76,                 1.4637,                 1.7752,                 1.0698,                0.96948,                0.67857,                0.64336,                0.66329,                0.36063,                0.62845,                0.56508,                0.53712,                0.21338,                 1.3938,                 2.2304,                0.96056,                0.93292,             2.5008e-05,             2.5008e-05,             2.5008e-05
                     77,                 1.4747,                  1.762,                 1.0691,                0.96575,                0.68364,                 0.6453,                0.66495,                0.36053,                0.62382,                0.57274,                0.53473,                0.21025,                 1.3833,                 2.2234,                0.95014,                 0.9293,             2.4008e-05,             2.4008e-05,             2.4008e-05
                     78,                 1.4858,                 1.7736,                 1.1015,                0.97081,                0.68567,                 0.6585,                0.66847,                0.36098,                0.61679,                0.57274,                0.53305,                0.20866,                 1.3932,                 2.2336,                0.95442,                0.93101,             2.3008e-05,             2.3008e-05,             2.3008e-05
                     79,                 1.4654,                 1.7238,                 1.0693,                 0.9703,                0.68559,                0.65451,                0.66579,                0.36022,                0.61264,                0.56508,                0.53395,                 0.2118,                 1.3896,                 2.2423,                0.95354,                0.92933,             2.2008e-05,             2.2008e-05,             2.2008e-05
                     80,                 1.4836,                 1.7487,                 1.0867,                0.97097,                0.69072,                0.64472,                 0.6614,                0.35742,                0.62151,                0.57274,                0.53019,                0.21199,                 1.3918,                 2.2303,                0.94981,                0.92971,             2.1008e-05,             2.1008e-05,             2.1008e-05
                     81,                  1.466,                 1.8042,                 1.0527,                0.97653,                0.68501,                0.65391,                0.66207,                0.35899,                0.61536,                0.57085,                0.53096,                0.21206,                 1.3902,                 2.2301,                0.94404,                0.92745,             2.0008e-05,             2.0008e-05,             2.0008e-05
